Date,Open,High,Low,Close,Volume
1999-06-16,100.01,100.01,100.01,100.01,0
1999-06-18,100.1,100.1,100.1,100.1,0
1999-06-21,100.25,100.25,100.25,100.25,0
1999-06-23,100.08,100.08,100.08,100.08,0
1999-06-25,100.66,100.66,100.66,100.66,0
1999-06-28,100.75,100.75,100.75,100.75,0
1999-06-30,101.7,101.7,101.7,101.7,0
1999-07-02,97.78,97.78,97.78,97.78,0
1999-07-05,97.52,97.52,97.52,97.52,0
1999-07-07,93.47,93.47,93.47,93.47,0
1999-07-09,95.84,95.84,95.84,95.84,0
1999-07-12,97.11,97.11,97.11,97.11,0
1999-07-14,94.16,94.16,94.16,94.16,0
1999-07-16,94.0,94.0,94.0,94.0,0
1999-07-19,93.92,93.92,93.92,93.92,0
1999-07-21,93.14,93.14,93.14,93.14,0
1999-07-23,94.15,94.15,94.15,94.15,0
1999-07-26,94.27,94.27,94.27,94.27,0
1999-07-28,94.52,94.52,94.52,94.52,0
1999-07-30,94.52,94.52,94.52,94.52,0
1999-08-02,94.15,94.15,94.15,94.15,0
1999-08-04,94.83,94.83,94.83,94.83,0
1999-08-06,94.83,94.83,94.83,94.83,0
1999-08-09,94.84,94.84,94.84,94.84,0
1999-08-11,93.35,93.35,93.35,93.35,0
1999-08-13,93.18,93.18,93.18,93.18,0
1999-08-16,93.39,93.39,93.39,93.39,0
1999-08-18,93.38,93.38,93.38,93.38,0
1999-08-20,93.12,93.12,93.12,93.12,0
1999-08-23,93.27,93.27,93.27,93.27,0
1999-08-25,92.46,92.46,92.46,92.46,0
1999-08-27,91.75,91.75,91.75,91.75,0
1999-08-30,91.99,91.99,91.99,91.99,0
1999-09-01,92.14,92.14,92.14,92.14,0
1999-09-03,93.03,93.03,93.03,93.03,0
1999-09-06,93.41,93.41,93.41,93.41,0
1999-09-08,93.08,93.08,93.08,93.08,0
1999-09-10,92.9,92.9,92.9,92.9,0
1999-09-13,92.79,92.79,92.79,92.79,0
1999-09-15,91.84,91.84,91.84,91.84,0
1999-09-17,91.81,91.81,91.81,91.81,0
1999-09-20,91.75,91.75,91.75,91.75,0
1999-09-22,92.43,92.43,92.43,92.43,0
1999-09-24,92.27,92.27,92.27,92.27,0
1999-09-27,92.43,92.43,92.43,92.43,0
1999-09-29,92.43,92.43,92.43,92.43,0
1999-10-01,92.22,92.22,92.22,92.22,0
1999-10-06,93.4,93.4,93.4,93.4,0
1999-10-08,92.53,92.53,92.53,92.53,0
1999-10-11,92.46,92.46,92.46,92.46,0
1999-10-13,93.52,93.52,93.52,93.52,0
1999-10-15,93.38,93.38,93.38,93.38,0
1999-10-18,93.63,93.63,93.63,93.63,0
1999-10-20,93.99,93.99,93.99,93.99,0
1999-10-22,94.38,94.38,94.38,94.38,0
1999-10-25,94.45,94.45,94.45,94.45,0
1999-10-27,94.29,94.29,94.29,94.29,0
1999-10-29,94.42,94.42,94.42,94.42,0
1999-11-03,94.95,94.95,94.95,94.95,0
1999-11-05,94.15,94.15,94.15,94.15,0
1999-11-08,94.12,94.12,94.12,94.12,0
1999-11-10,94.02,94.02,94.02,94.02,0
1999-11-12,92.54,92.54,92.54,92.54,0
1999-11-17,91.03,91.03,91.03,91.03,0
1999-11-19,92.25,92.25,92.25,92.25,0
1999-11-22,92.02,92.02,92.02,92.02,0
1999-11-24,92.18,92.18,92.18,92.18,0
1999-11-26,92.2,92.2,92.2,92.2,0
1999-11-29,92.18,92.18,92.18,92.18,0
1999-12-01,92.18,92.18,92.18,92.18,0
1999-12-03,91.08,91.08,91.08,91.08,0
1999-12-06,91.01,91.01,91.01,91.01,0
1999-12-08,91.01,91.01,91.01,91.01,0
1999-12-10,91.11,91.11,91.11,91.11,0
1999-12-13,91.11,91.11,91.11,91.11,0
1999-12-15,91.11,91.11,91.11,91.11,0
1999-12-17,90.68,90.68,90.68,90.68,0
1999-12-20,90.69,90.69,90.69,90.69,0
1999-12-22,90.69,90.69,90.69,90.69,0
1999-12-27,91.32,91.32,91.32,91.32,0
1999-12-29,92.45,92.45,92.45,92.45,0
1999-12-31,94.27,94.27,94.27,94.27,0
2000-01-05,94.28,94.28,94.28,94.28,0
2000-01-07,93.65,93.65,93.65,93.65,0
2000-01-10,91.1,91.1,91.1,91.1,0
2000-01-12,90.42,90.42,90.42,90.42,0
2000-01-14,90.31,90.31,90.31,90.31,0
2000-01-17,90.02,90.02,90.02,90.02,0
2000-01-19,90.19,90.19,90.19,90.19,0
2000-01-21,89.78,89.78,89.78,89.78,0
2000-01-24,89.75,89.75,89.75,89.75,0
2000-01-26,87.46,87.46,87.46,87.46,0
2000-01-28,86.92,86.92,86.92,86.92,0
2000-01-31,86.23,86.23,86.23,86.23,0
2000-02-02,84.57,84.57,84.57,84.57,0
2000-02-04,84.77,84.77,84.77,84.77,0
2000-02-07,84.38,84.38,84.38,84.38,0
2000-02-09,84.35,84.35,84.35,84.35,0
2000-02-11,84.31,84.31,84.31,84.31,0
2000-02-14,84.31,84.31,84.31,84.31,0
2000-02-16,84.46,84.46,84.46,84.46,0
2000-02-18,84.33,84.33,84.33,84.33,0
2000-02-21,84.33,84.33,84.33,84.33,0
2000-02-23,84.33,84.33,84.33,84.33,0
2000-02-25,84.34,84.34,84.34,84.34,0
2000-02-28,84.32,84.32,84.32,84.32,0
2000-03-01,84.64,84.64,84.64,84.64,0
2000-03-03,84.65,84.65,84.65,84.65,0
2000-03-06,84.04,84.04,84.04,84.04,0
2000-03-08,83.97,83.97,83.97,83.97,0
2000-03-10,83.91,83.91,83.91,83.91,0
2000-03-13,83.91,83.91,83.91,83.91,0
2000-03-15,83.9,83.9,83.9,83.9,0
