Ticker,URL_Ticker,Cours_Actuel,Variation_Cours,Volume_Titres,Volume__,Ouverture,Plus_Haut,Plus_Bas,Cloture_Veille,Beta_1_An,RSI,Capital_Echange,Valorisation,1_Semaine_Plus_Haut,1_Semaine_Plus_Bas,1_Semaine_Variation,1_Mois_Plus_Haut,1_Mois_Plus_Bas,1_Mois_Variation,1er_Janvier_Plus_Haut,1er_Janvier_Plus_Bas,1er_Janvier_Variation,1_An_Plus_Haut,1_An_Plus_Bas,1_An_Variation,3_Ans_Plus_Haut,3_Ans_Plus_Bas,3_Ans_Variation,5_Ans_Plus_Haut,5_Ans_Plus_Bas,5_Ans_Variation
SNTS,SNTS.sn,32500.0,"+1,56%",797.0,25902500.0,32000.0,32500.0,32000.0,32000.0,1.26,74.0,0.0,3 250 000 M,28505.0,28250.0,0.1404,30000.0,28200.0,0.1226,30000.0,24400.0,0.2443,30000.0,24400.0,0.3,30000.0,15000.0,1.1523,30000.0,13105.0,1.3722999999999999
