Ticker,URL_Ticker,Cours_Actuel,Variation_Cours,Volume_Titres,Volume_XOF,Ouverture,Plus_Haut,Plus_Bas,Cloture_Veille,Beta_1_An,RSI,Capital_Echange,Valorisation,1_Semaine_Plus_Haut,1_Semaine_Plus_Bas,1_Semaine_Variation,1_Mois_Plus_Haut,1_Mois_Plus_Bas,1_Mois_Variation,1er_Janvier_Plus_Haut,1er_Janvier_Plus_Bas,1er_Janvier_Variation,1_An_Plus_Haut,1_An_Plus_Bas,1_An_Variation,3_Ans_Plus_Haut,3_Ans_Plus_Bas,3_Ans_Variation,5_Ans_Plus_Haut,5_Ans_Plus_Bas,5_Ans_Variation
NTLC,NTLC.ci,15930.0,"-0,44%",264.0,4205520.0,15930.0,15930.0,15930.0,16000.0,0.52,63.45,0.0,351581000000.0,15325.0,13200.0,0.20679999999999998,15325.0,11400.0,0.37329999999999997,15325.0,10600.0,0.49579999999999996,15495.0,10250.0,0.4482,15495.0,6250.0,1.1002,15495.0,3200.0,3.6853
