Ticker,URL_Ticker,Cours_Actuel,Variation_Cours,Volume_Titres,Volume_XOF,Ouverture,Plus_Haut,Plus_Bas,Cloture_Veille,Beta_1_An,RSI,Capital_Echange,Valorisation,1_Semaine_Plus_Haut,1_Semaine_Plus_Bas,1_Semaine_Variation,1_Mois_Plus_Haut,1_Mois_Plus_Bas,1_Mois_Variation,1er_Janvier_Plus_Haut,1er_Janvier_Plus_Bas,1er_Janvier_Variation,1_An_Plus_Haut,1_An_Plus_Bas,1_An_Variation,3_Ans_Plus_Haut,3_Ans_Plus_Bas,3_Ans_Variation,5_Ans_Plus_Haut,5_Ans_Plus_Bas,5_Ans_Variation
SAFC,SAFC.ci,4355.0,"-1,02%",642.0,2795910.0,4400.0,4400.0,4355.0,4400.0,1.41,52.46,0.0001,35362000000.0,3900.0,3700.0,0.1757,4050.0,3590.0,0.0889,5396.0,2250.0,0.8427,5396.0,46429.0,7.890499999999999,5396.0,40000.0,6.4724,5396.0,22857.0,18.0313
