Date,Open,High,Low,Close,Volume
1999-06-16,101.22,101.22,101.22,101.22,0
1999-06-18,102.01,102.01,102.01,102.01,0
1999-06-21,102.01,102.01,102.01,102.01,0
1999-06-23,102.01,102.01,102.01,102.01,0
1999-06-25,102.01,102.01,102.01,102.01,0
1999-06-28,102.01,102.01,102.01,102.01,0
1999-06-30,101.22,101.22,101.22,101.22,0
1999-07-02,101.22,101.22,101.22,101.22,0
1999-07-05,99.8,99.8,99.8,99.8,0
1999-07-07,99.01,99.01,99.01,99.01,0
1999-07-09,92.84,92.84,92.84,92.84,0
1999-07-12,93.8,93.8,93.8,93.8,0
1999-07-14,93.23,93.23,93.23,93.23,0
1999-07-16,90.16,90.16,90.16,90.16,0
1999-07-19,90.38,90.38,90.38,90.38,0
1999-07-21,90.11,90.11,90.11,90.11,0
1999-07-23,91.13,91.13,91.13,91.13,0
1999-07-26,91.92,91.92,91.92,91.92,0
1999-07-28,90.9,90.9,90.9,90.9,0
1999-07-30,90.4,90.4,90.4,90.4,0
1999-08-02,92.26,92.26,92.26,92.26,0
1999-08-04,91.12,91.12,91.12,91.12,0
1999-08-06,91.12,91.12,91.12,91.12,0
1999-08-09,90.82,90.82,90.82,90.82,0
1999-08-11,90.62,90.62,90.62,90.62,0
1999-08-13,90.65,90.65,90.65,90.65,0
1999-08-16,90.33,90.33,90.33,90.33,0
1999-08-18,88.8,88.8,88.8,88.8,0
1999-08-20,88.4,88.4,88.4,88.4,0
1999-08-23,88.29,88.29,88.29,88.29,0
1999-08-25,88.29,88.29,88.29,88.29,0
1999-08-27,87.61,87.61,87.61,87.61,0
1999-08-30,87.61,87.61,87.61,87.61,0
1999-09-01,87.61,87.61,87.61,87.61,0
1999-09-03,87.61,87.61,87.61,87.61,0
1999-09-06,87.61,87.61,87.61,87.61,0
1999-09-08,87.61,87.61,87.61,87.61,0
1999-09-10,87.61,87.61,87.61,87.61,0
1999-09-13,87.61,87.61,87.61,87.61,0
1999-09-15,87.61,87.61,87.61,87.61,0
1999-09-17,87.61,87.61,87.61,87.61,0
1999-09-20,87.61,87.61,87.61,87.61,0
1999-09-22,87.61,87.61,87.61,87.61,0
1999-09-24,87.57,87.57,87.57,87.57,0
1999-09-27,87.57,87.57,87.57,87.57,0
1999-09-29,87.57,87.57,87.57,87.57,0
1999-10-01,87.57,87.57,87.57,87.57,0
1999-10-06,87.57,87.57,87.57,87.57,0
1999-10-08,87.57,87.57,87.57,87.57,0
1999-10-11,88.14,88.14,88.14,88.14,0
1999-10-13,88.53,88.53,88.53,88.53,0
1999-10-15,88.53,88.53,88.53,88.53,0
1999-10-18,88.53,88.53,88.53,88.53,0
1999-10-20,88.57,88.57,88.57,88.57,0
1999-10-22,88.72,88.72,88.72,88.72,0
1999-10-25,88.73,88.73,88.73,88.73,0
1999-10-27,88.7,88.7,88.7,88.7,0
1999-10-29,88.7,88.7,88.7,88.7,0
1999-11-03,88.7,88.7,88.7,88.7,0
1999-11-05,88.57,88.57,88.57,88.57,0
1999-11-08,88.57,88.57,88.57,88.57,0
1999-11-10,88.81,88.81,88.81,88.81,0
1999-11-12,88.81,88.81,88.81,88.81,0
1999-11-17,88.62,88.62,88.62,88.62,0
1999-11-19,88.65,88.65,88.65,88.65,0
1999-11-22,89.34,89.34,89.34,89.34,0
1999-11-24,89.82,89.82,89.82,89.82,0
1999-11-26,89.54,89.54,89.54,89.54,0
1999-11-29,89.54,89.54,89.54,89.54,0
1999-12-01,89.65,89.65,89.65,89.65,0
1999-12-03,89.25,89.25,89.25,89.25,0
1999-12-06,90.28,90.28,90.28,90.28,0
1999-12-08,90.79,90.79,90.79,90.79,0
1999-12-10,90.11,90.11,90.11,90.11,0
1999-12-13,89.71,89.71,89.71,89.71,0
1999-12-15,89.71,89.71,89.71,89.71,0
1999-12-17,90.5,90.5,90.5,90.5,0
1999-12-20,91.36,91.36,91.36,91.36,0
1999-12-22,91.69,91.69,91.69,91.69,0
1999-12-27,91.65,91.65,91.65,91.65,0
1999-12-29,92.05,92.05,92.05,92.05,0
1999-12-31,92.88,92.88,92.88,92.88,0
2000-01-05,92.88,92.88,92.88,92.88,0
2000-01-07,92.28,92.28,92.28,92.28,0
2000-01-10,92.88,92.88,92.88,92.88,0
2000-01-12,92.88,92.88,92.88,92.88,0
2000-01-14,91.07,91.07,91.07,91.07,0
2000-01-17,90.44,90.44,90.44,90.44,0
2000-01-19,90.44,90.44,90.44,90.44,0
2000-01-21,90.44,90.44,90.44,90.44,0
2000-01-24,89.65,89.65,89.65,89.65,0
2000-01-26,89.43,89.43,89.43,89.43,0
