Ticker,URL_Ticker,Cours_Actuel,Variation_Cours,Volume_Titres,Volume__,Ouverture,Plus_Haut,Plus_Bas,Cloture_Veille,Beta_1_An,RSI,Capital_Echange,Valorisation,1_Semaine_Plus_Haut,1_Semaine_Plus_Bas,1_Semaine_Variation,1_Mois_Plus_Haut,1_Mois_Plus_Bas,1_Mois_Variation,1er_Janvier_Plus_Haut,1er_Janvier_Plus_Bas,1er_Janvier_Variation,1_An_Plus_Haut,1_An_Plus_Bas,1_An_Variation,3_Ans_Plus_Haut,3_Ans_Plus_Bas,3_Ans_Variation,5_Ans_Plus_Haut,5_Ans_Plus_Bas,5_Ans_Variation
SIVC,SIVC.ci,2300.0,"-1,92%",16341.0,37584300.0,2170.0,2300.0,2170.0,2345.0,-1.0,45.72,0.0019,20 088 M,2870.0,2665.0,-0.1166,2900.0,2665.0,-0.1259,3215.0,1505.0,0.5822999999999999,3215.0,50500.0,3.8544,3215.0,45000.0,3.1667,3215.0,35000.0,5.944400000000001
